run_accession	accession	sample_accession	study_accession	collection_date	collection_date_submitted	country	first_created	instrument_platform	instrument_model	tax_id	strain	fastq_bytes	fastq_ftp	fastq_md5
SRR15109382	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	507523	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/082/SRR15109382/SRR15109382.fastq.gz	ab2dd3448eb25fe9658aff1be0622b91
SRR15109383	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	88899	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/083/SRR15109383/SRR15109383.fastq.gz	672359f6a192989a128d2e6f3fbfc246
SRR15109384	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	1541751	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/084/SRR15109384/SRR15109384.fastq.gz	b9ce416d5c9408b5a3b246f6dd3e168a
SRR15109385	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	228641814	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/085/SRR15109385/SRR15109385.fastq.gz	9e0315884f9476cd190724040d0198da
SRR15109386	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	296285	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/086/SRR15109386/SRR15109386.fastq.gz	7015c0b23fe9c114979557bbab5bef05
SRR15109387	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	122527	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/087/SRR15109387/SRR15109387.fastq.gz	af80cbdd70f84ec8918624094922041f
SRR15109388	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	2018195	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/088/SRR15109388/SRR15109388.fastq.gz	de7906d45b2e3e48498f4d81c7135986
SRR15109389	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	249552703	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/089/SRR15109389/SRR15109389.fastq.gz	749b5dd5fa8a7c8a1cc28d41960dc5fc
SRR15109390	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	79251548	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/090/SRR15109390/SRR15109390.fastq.gz	6f1e0d8cc2690fc60a5bf2311a3b4f76
SRR15109391	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	2110894	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/091/SRR15109391/SRR15109391.fastq.gz	4e102e88fb1f01160211349181e7756b
SRR15109392	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	2232612	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/092/SRR15109392/SRR15109392.fastq.gz	da0cc525fde7acaa702142302831bad0
SRR15109393	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	744663	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/093/SRR15109393/SRR15109393.fastq.gz	c5fe219b52b3298387017ef1235f3ad9
SRR15109394	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	256554072	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/094/SRR15109394/SRR15109394.fastq.gz	0ced6d309823b9a7a52f34a5df23e872
SRR15109395	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	780690	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/095/SRR15109395/SRR15109395.fastq.gz	1cac7e8b7293ddc0e41f4778a3cc3fec
SRR15109396	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	1667127	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/096/SRR15109396/SRR15109396.fastq.gz	ac3b69f98efce60a216d848b7ffb3fce
SRR15109397	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	3306635	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/097/SRR15109397/SRR15109397.fastq.gz	c7714f80fc96d890af59441fc1431eec
SRR15109398	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	248466168	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/098/SRR15109398/SRR15109398.fastq.gz	ddbf12f404408df1cf1ca8038987347f
SRR15109399	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	343848	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/099/SRR15109399/SRR15109399.fastq.gz	7c2b8c65b3f18cba81a7444dfb57f13e
SRR15109400	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	1103637	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/000/SRR15109400/SRR15109400.fastq.gz	b43afc1619f0fd06418358e7185a2285
SRR15109401	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	41235491	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR15109401/SRR15109401.fastq.gz	6752cf6e8a23e0f8db693f7c252a7aa9
SRR15109402	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	2076914	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/002/SRR15109402/SRR15109402.fastq.gz	9c880611b9d6c720d2c824c8edbb0d72
SRR15109403	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	250534711	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR15109403/SRR15109403.fastq.gz	06ac36b5e95f798bff2d6f7753eedb7d
SRR15109404	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	10452490	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR15109404/SRR15109404.fastq.gz	f107c8d747efe7387efc4dd9334cbff2
SRR15109405	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	4247876	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR15109405/SRR15109405.fastq.gz	6d47072c29f8961c3dfa12930765d237
SRR15109406	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	18767806	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR15109406/SRR15109406.fastq.gz	ed57931c2433b46b1aec45e8178a2040
SRR15109407	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	173315002	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR15109407/SRR15109407.fastq.gz	e871ce3ff17040eb401cc805e0429e91
SRR15109408	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	22029372	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR15109408/SRR15109408.fastq.gz	86265cbcd01519afcc3711f05842892f
SRR15109409	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	12989907	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/009/SRR15109409/SRR15109409.fastq.gz	d7ff00790e94f5b7c3bdad99a3d1fc55
SRR15109410	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	66402736	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/010/SRR15109410/SRR15109410.fastq.gz	d9cf959c8f063d4431f68c81bc32c0fb
SRR15109411	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	87343154	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/011/SRR15109411/SRR15109411.fastq.gz	81012d0fb26be89b1372a8ea1e5b6bdf
SRR15109412	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	190718124	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/012/SRR15109412/SRR15109412.fastq.gz	8a58f08a5e419cdbd8676da32abbd0d4
SRR15109413	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	78093228	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/013/SRR15109413/SRR15109413.fastq.gz	a6c3a60e98519d69624d7e6d09e9f818
SRR15109414	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	33532015	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/014/SRR15109414/SRR15109414.fastq.gz	f1101e04e94146eb12bad5190840bfea
SRR15109415	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	21541377	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/015/SRR15109415/SRR15109415.fastq.gz	ba6b6b123411f1dc5d620da45b317496
SRR15109416	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	37782803	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/016/SRR15109416/SRR15109416.fastq.gz	90641594337bcdff360ba0f8fa20cb5b
SRR15109417	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	144668600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/017/SRR15109417/SRR15109417.fastq.gz	53486cc5930820be904ca67ed5d7bf3e
SRR15109418	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	80402	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/018/SRR15109418/SRR15109418.fastq.gz	7076c3436aca3473cb48706f4eae1e55
SRR15109419	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	1370995	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/019/SRR15109419/SRR15109419.fastq.gz	93f0bd784119f64676db38aea61c59a5
SRR15109420	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	5901410	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/020/SRR15109420/SRR15109420.fastq.gz	009bbcdf6e5965ad71c22a7449be5ebf
SRR15109421	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	171421384	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/021/SRR15109421/SRR15109421.fastq.gz	75393d77b065ecfd1b89f82c54716164
SRR15109422	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	21115	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/022/SRR15109422/SRR15109422.fastq.gz	4fa51c05fe4d32918014c7f7e28d6083
SRR15109423	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	744784	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/023/SRR15109423/SRR15109423.fastq.gz	10b8a9ed889a3d50001685224aa7c95a
SRR15109424	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	107292913	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/024/SRR15109424/SRR15109424.fastq.gz	8c107b6075b52c711dd9306663337a6c
SRR15109425	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	4083595	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/025/SRR15109425/SRR15109425.fastq.gz	76fe0c7fd898b8f1a1fafbd37b018e78
SRR15109426	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	124203951	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/026/SRR15109426/SRR15109426.fastq.gz	037e509b6f9ad12e7e10a40df656af69
SRR15109427	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	75266	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/027/SRR15109427/SRR15109427.fastq.gz	3314bde4228607d1fedde025e7b28f69
SRR15109428	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	1303180	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/028/SRR15109428/SRR15109428.fastq.gz	0b947b8f90dbe730264488bf9feed463
SRR15109429	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	4330526	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/029/SRR15109429/SRR15109429.fastq.gz	04b115b527fd58cec304e25fa86a4e01
SRR15109430	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	131173573	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/030/SRR15109430/SRR15109430.fastq.gz	ba24023cbc26e025a24a699cf454638a
SRR15109431	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	63265	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/031/SRR15109431/SRR15109431.fastq.gz	915c8332eaca8ede7f83a49f1d68af29
SRR15109432	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	198288	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/032/SRR15109432/SRR15109432.fastq.gz	c25e34fdcf647afd4db3158d6052bf7b
SRR15109433	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	4998211	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/033/SRR15109433/SRR15109433.fastq.gz	e7a2ee93ef34bd4f6d0c31db2317381c
SRR15109434	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	123755789	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/034/SRR15109434/SRR15109434.fastq.gz	d424751808b5f4b445762d7ee7dbd945
SRR15109435	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	49470585	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/035/SRR15109435/SRR15109435.fastq.gz	b0d6abb18753d59038013d343a22b997
SRR15109436	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	471303	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/036/SRR15109436/SRR15109436.fastq.gz	eaf7f07ada20d8bec2d04b2b87f8da9e
SRR15109437	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	293592	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/037/SRR15109437/SRR15109437.fastq.gz	6c38ed3b080d7ee87d8707835dd1d9de
SRR15109438	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	8409198	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/038/SRR15109438/SRR15109438.fastq.gz	0bd6059e81f932be345df90f37aaeb2d
SRR15109439	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	142390543	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/039/SRR15109439/SRR15109439.fastq.gz	79abe907a05e53450c9197dbe0055404
SRR15109440	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	162337	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/040/SRR15109440/SRR15109440.fastq.gz	d13169a8f54e033b456a8144ff35111d
SRR15109441	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	2061278	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/041/SRR15109441/SRR15109441.fastq.gz	00031fa7bd6dcb69f478137373b62f1b
SRR15109442	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	9816934	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/042/SRR15109442/SRR15109442.fastq.gz	0458f16e60c99f404992db846f2b780f
SRR15109443	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	115672785	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/043/SRR15109443/SRR15109443.fastq.gz	b28b5ac94c8431844f2492ed5bdba75a
SRR15109444	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	1410065	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/044/SRR15109444/SRR15109444.fastq.gz	2392c9b91aa8c74e369b2acbf75052e1
SRR15109445	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	5134356	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/045/SRR15109445/SRR15109445.fastq.gz	711fead5e0da4fe1d25505f8f7a6d11a
SRR15109446	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	30428534	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/046/SRR15109446/SRR15109446.fastq.gz	f7dca6cc8e080613757ce9a2f463f0f9
SRR15109447	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	18784121	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/047/SRR15109447/SRR15109447.fastq.gz	0b7640873bd53eca483658a03685ee90
SRR15109448	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	126552866	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/048/SRR15109448/SRR15109448.fastq.gz	f80fd9a6a34d5cdca9d3fe99876afd71
SRR15109449	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	8232330	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/049/SRR15109449/SRR15109449.fastq.gz	c5cbe8faf2870d93fc81cd5fd7d06ff7
SRR15109450	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	7517439	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/050/SRR15109450/SRR15109450.fastq.gz	153bea48b73a23fb4175904d343ef037
SRR15109451	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	30240475	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/051/SRR15109451/SRR15109451.fastq.gz	81a08d879598a8fba749009922322398
SRR15109452	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	112156203	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/052/SRR15109452/SRR15109452.fastq.gz	5528edacbc35dc5a2b9f2f1a724ff2c4
SRR15109453	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	13052221	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/053/SRR15109453/SRR15109453.fastq.gz	524bea5133107627dcf8218bc8bf90f3
SRR15109454	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	7303747	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/054/SRR15109454/SRR15109454.fastq.gz	b41b817d73bd09fb1bc1e88efbc54b2a
SRR15109455	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	48843511	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/055/SRR15109455/SRR15109455.fastq.gz	32138ccec3bf05ecd103377ef51c952b
SRR15109456	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	38109961	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/056/SRR15109456/SRR15109456.fastq.gz	2a0dec77d4e7cf424339172475d0b46b
SRR15109457	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	165220635	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/057/SRR15109457/SRR15109457.fastq.gz	c89242a87b69e9a6bdd6896eda8e24fe
SRR15109458	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	389023	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/058/SRR15109458/SRR15109458.fastq.gz	f705b3dfa75a52eb8b30aff9c8e05644
SRR15109459	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	3774462	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/059/SRR15109459/SRR15109459.fastq.gz	ec20aa7892368b537c1b25e738bd0ce8
SRR15109460	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	6625039	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/060/SRR15109460/SRR15109460.fastq.gz	32e76d8a791e8ab3a4208c466baae61a
SRR15109461	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	135442925	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/061/SRR15109461/SRR15109461.fastq.gz	3e1f80ff28d70575b68c54cb4ae2a153
SRR15109462	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	294338	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/062/SRR15109462/SRR15109462.fastq.gz	535b7ecb073b4d624e5b0a94dbe31024
SRR15109463	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	2215836	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/063/SRR15109463/SRR15109463.fastq.gz	6e0f23f3979b087a6b9b6e5bd1f3da5f
SRR15109464	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	11827288	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/064/SRR15109464/SRR15109464.fastq.gz	88afdbd278f78e74b4bb3b1637e0306d
SRR15109465	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	130211531	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/065/SRR15109465/SRR15109465.fastq.gz	29eff1a01e7ad3aa8170b51029859b81
SRR15109466	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	8045101	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/066/SRR15109466/SRR15109466.fastq.gz	b498d1eb2c5a81d174a120171e4919ea
SRR15109467	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	10164067	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/067/SRR15109467/SRR15109467.fastq.gz	4ad425146b714fd2b8e43497db68ce6b
SRR15109468	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	156364867	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/068/SRR15109468/SRR15109468.fastq.gz	72db1ea331a0c52cfc9e94c77417882f
SRR15109469	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	12574799	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/069/SRR15109469/SRR15109469.fastq.gz	23039eabb6f1500daec3f33bf8246a99
SRR15109470	SAMN20174027	SAMN20174027	PRJNA714677	2021-01-01	2021	USA	2021-07-14	ILLUMINA	Illumina HiSeq 2500	694009	various	129087349	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/070/SRR15109470/SRR15109470.fastq.gz	43c2765afc1d2a2dffd1bd730c7416ec
